simulation,candide method,temp
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,0,17.3203235502068
1,3,17.3203235502068
1,3,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,3,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,3,17.3203235502068
1,3,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,0,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,0,17.3203235502068
1,0,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,1,17.3203235502068
1,2,17.3203235502068
1,2,17.3203235502068
1,3,17.3203235502068
1,2,17.3203235502068
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,3,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,0,17.147120314704733
1,0,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,0,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,1,17.147120314704733
1,1,17.147120314704733
1,2,17.147120314704733
1,3,17.147120314704733
1,1,17.147120314704733
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,3,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,3,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,0,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,0,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,3,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.975649111557686
1,2,16.975649111557686
1,1,16.80589262044211
1,1,16.80589262044211
1,3,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,3,16.80589262044211
1,0,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,0,16.80589262044211
1,2,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,3,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,0,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,0,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,3,16.80589262044211
1,1,16.80589262044211
1,0,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,3,16.80589262044211
1,1,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,3,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,3,16.80589262044211
1,0,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,0,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,3,16.80589262044211
1,1,16.80589262044211
1,2,16.80589262044211
1,3,16.80589262044211
1,2,16.80589262044211
1,2,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
1,1,16.80589262044211
