simulation,candide method,temp
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,3,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,3,20.17825658365479
1,2,20.17825658365479
1,1,20.17825658365479
1,0,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,2,20.17825658365479
1,0,20.17825658365479
1,1,20.17825658365479
1,1,20.17825658365479
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,3,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,3,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,0,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,3,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,3,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,3,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,3,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,0,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,3,19.863211099044637
1,1,19.863211099044637
1,1,19.863211099044637
1,3,19.863211099044637
1,0,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,2,19.863211099044637
1,1,19.863211099044637
1,0,18.817111505296282
1,0,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,0,18.817111505296282
1,1,18.817111505296282
1,3,18.817111505296282
1,1,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,1,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,3,18.817111505296282
1,3,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,0,18.817111505296282
1,1,18.817111505296282
1,1,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,3,18.817111505296282
1,2,18.817111505296282
1,3,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,3,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,3,18.817111505296282
1,2,18.817111505296282
1,3,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,3,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,0,18.817111505296282
1,1,18.817111505296282
1,0,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,3,18.817111505296282
1,1,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,3,18.817111505296282
1,0,18.817111505296282
1,0,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,1,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
1,0,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,2,18.817111505296282
1,1,18.817111505296282
1,2,18.817111505296282
